text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,shocked_count,sad_count,party_count,star_eyes_count,total_reactions
"“Tottenhem” 50 mln yevro evaziga hujumchi sotib olmoqchi. Transfer bugun yakunlanadi

 https://uzreport.news/football/tottenhem-50-mln-yevro-evaziga-hujumchi-sotib-olmoqchi-transfer-bugun-yakunlanadi

",2022-06-30 17:34:46,positive,no,12088,19,0,0,0,5,0,0,0,0,24
"O'zbekistonda eng yirik neft va bitum koni topildi

U yerdagi zaxiralar hajmi taxminan 100 mln tonnaga baholanmoqda
 
 https://uzreport.news/economy/ozbekistonda-eng-yirik-neft-va-bitum-koni-topildi

",2022-06-30 17:04:48,positive,no,12353,86,0,0,0,1,8,0,0,12,107
"Mutaxassis tibbiy niqob taqish majburiy bo'lmasa-da, ehtyotkorlik uchun undan foydalanishga chaqirdi

 https://uzreport.news/society/mutaxassis-tibbiy-niqob-taqish-majburiy-bolmasa-da-ehtyotkorlik-uchun-undan-foydalanishga-

",2022-06-30 16:50:01,positive,no,12029,22,0,0,3,1,0,0,0,0,26
"PSJ himoyachisi erkin agent sifatida “Yuventus”ga borib qo'shilishga yaqin

 https://uzreport.news/football/psj-himoyachisi-erkin-agent-sifatida-yuventusga-borib-qoshilishga-yaqin

",2022-06-30 16:19:48,positive,no,12115,25,0,0,1,1,0,0,0,0,27
"Endilikda yer olib qoʻyilganligi munosabati bilan egasiga noqulayliklar uchun mulkning 5 foiziga teng qoʻshimcha toʻlov toʻlanadi

 https://uzreport.news/society/endilikda-yer-olib-qo-yilganligi-munosabati-bilan-egasiga-noqulayliklar-uchun-mulkning-5-f

",2022-06-30 15:50:24,positive,no,11627,29,1,0,1,4,0,0,0,3,38
"O‘zbekiston va Ozarbayjon tadbirkor ayollari o‘rtasida $54 millionlik shartnoma va memorandumlar imzolandi

 https://uzreport.news/politics/o-zbekiston-va-ozarbayjon-tadbirkor-ayollari-o-rtasida-54-millionlik-shartnoma-va-memorand

",2022-06-30 15:35:27,positive,no,11594,18,0,0,3,0,0,0,0,0,21
"O'zbekiston U-23 terma jamoasining 3 a'zosi “Kelajak bunyodkori” medali bilan taqdirlandi

 https://uzreport.news/sports/ozbekiston-u-23-terma-jamoasining-3-azosi-kelajak-bunyodkori-medali-bilan-taqdirlandi

",2022-06-30 15:05:00,positive,no,11655,35,0,0,2,0,0,0,0,0,37
"Prezidentga maktub yo'llagan bolalarga  javob xatlari va sovg'alar topshirildi

Prezident Shavkat Mirziyoyev Bolalar gematologiyasi, onkologiyasi va klinik immunologiyasi markaziga tashrif buyurganida, u yerda davolanayotgan bolalar yo‘llagan maktublarni olgan va ""Hammasini o‘qib, albatta javob beraman"", - degan edi.

Markazdagi ""Mehrli maktab""da ta’lim olayotgan bolalar prezidentga yo‘llagan xatlarida o‘zlarining qiziqishlari, orzu-intilishlari ",2022-06-30 14:55:24,positive,no,11170,35,0,0,2,1,0,0,1,0,39
"O‘zbekistonda yangi ""Panorama Airways"" aviakompaniyasi tashkil etilgani rostmi?

Bunga “O’zaviatsiya” agentligi izoh berdi

 https://uzreport.news/society/o-zbekistonda-yangi-panorama-airways-aviakompaniyasi-tashkil-etilgani-rostmi-

",2022-06-30 14:40:00,positive,no,12084,23,0,0,0,0,0,0,0,0,23
"O'zbekistonda 1-iyul kuni havo harorati biroz pasayishi kutilmoqda

 https://uzreport.news/society/ozbekistonda-1-iyul-kuni-havo-harorati-biroz-pasayishi-kutilmoqda

",2022-06-30 13:55:01,positive,no,13956,38,1,0,0,0,0,2,3,7,51
"Yunusobodda ommaviy janjal uyushtirgan fuqarolarga hukm o‘qildi

 https://uzreport.news/society/yunusobodda-ommaviy-janjal-uyushtirgan-fuqarolarga-hukm-o-qildi

",2022-06-30 13:25:13,positive,no,14189,23,1,0,0,18,4,0,2,0,48
"Dibalani sotib olish uchun jiddiy da'vogar paydo bo'ldi

 https://uzreport.news/football/dibalani-sotib-olish-uchun-jiddiy-davogar-paydo-boldi

",2022-06-30 13:10:02,positive,no,14465,37,1,0,1,3,1,0,0,0,43
"Finlandiya va Shvetsiya rasmiy ravishda NATOga taklif qilindi

Qo‘shilish jarayoni bir necha oy davom etishi kutilmoqda

 https://uzreport.news/world/finlandiya-va-shvetsiya-rasmiy-ravishda-natoga-taklif-qilindi

",2022-06-30 12:55:26,negative,no,14300,9,30,0,0,1,0,0,0,0,40
"Davlat muzeylariga soat 22:00 gacha xizmat koʻrsatish huquqi beriladi

Shuningdek, 1-iyuldan «Milliy merosga mening hissam!» umumxalq aksiyasi tashkil etiladi. Uning doirasida aholidan san’at asarlari xarid qilinadi

 https://uzreport.news/society/davlat-muzeylariga-soat-22-00-gacha-xizmat-ko-rsatish-huquqi-beriladi

",2022-06-30 12:25:10,positive,no,14121,11,0,0,0,2,0,0,0,0,13
"O'zbekistonda koronavirusga qarshi qo‘llanilgan vaksinalar soni 58,7 mln dozadan oshdi

 https://uzreport.news/society/ozbekistonda-koronavirusga-qarshi-qo-llanilgan-vaksinalar-soni-58-7-mln-dozadan-oshdi

",2022-06-30 11:55:19,negative,no,14203,14,18,0,1,1,0,0,0,0,34
"O’zbekistonda 5 oy mobaynida 2,2 ming tonna yogurt ishlab chiqarilgan

 https://uzreport.news/society/o-zbekistonda-5-oy-mobaynida-2-2-ming-tonna-yogurt-ishlab-chiqarilgan 

",2022-06-30 10:25:06,positive,no,14955,28,0,0,2,3,0,0,0,0,33
"Uzreport.news 30-iyun ""Yoshlari kuni"" munosabati bilan O'zbekistondagi barcha yoshlarni tabriklaydi.

Sizni porloq kelajak, mustahkam iroda, jasorat va kuchli bilim egalari bo’lishingizda tilakdoshmiz.

",2022-06-30 09:55:22,positive,no,16679,22,3,0,0,3,1,0,28,0,57
"O‘zbekiston tarixida ilk bor sintetik GTL dizel mahsuloti ishlab chiqarila boshlandi

""Uzbekistan GTL"" zavodida yiliga 3,6 mlrd metr kub tabiiy gaz qayta ishlanib,1,5 mln tonna tayyor suyuq mahsulotlar ishlab chiqarilishi rejalashtirilgan

 https://uzreport.news/economy/o-zbekiston-tarixida-ilk-bor-sintetik-gtl-dizel-mahsuloti-ishlab-chiqarila-boshlandi

",2022-06-29 22:45:43,positive,no,20896,65,0,0,6,0,0,0,0,0,71
"Uzbekistan Airways Nukus, Buxoro, Namangan va Qarshi shaharlariga parvozlar sonini oshirmoqda

 https://uzreport.news/society/uzbekistan-airways-nukus-buxoro-namangan-va-qarshi-shaharlariga-parvozlar-sonini-oshirmoqd

",2022-06-29 22:16:00,positive,no,18603,25,0,0,6,0,0,0,0,3,34
"Prezident Shavkat Mirziyoyev tashabbuskor va yetakchi yoshlarning bir guruhini «Kelajak bunyodkori» medali bilan mukofotladi

 https://uzreport.news/society/shavkat-mirziyoyev-yoshlarning-bir-guruhini-kelajak-bunyodkori-medali-bilan-mukofotladi

-  -",2022-06-29 21:15:48,positive,no,17967,183,4,0,4,4,0,0,0,0,195
"DTM kvotaning ta’lim yo‘nalishlari va tillari bo‘yicha tasdiqlangan variantini e’lon qildi

 https://uzreport.news/society/dtm-kvotaning-ta-lim-yo-nalishlari-va-tillari-bo-yicha-tasdiqlangan-variantini-e-lon-qildi

",2022-06-29 19:40:00,positive,no,17898,23,0,0,0,0,0,0,0,0,23
"O'zbekiston terma jamoasining yetakchi hujumchisi, kuchli beshlik chempionatlarida o'ynayotgan tarixdagi ilk o'zbek futbolchisi Eldor Shomurodov bugun o'zining tug'ilgan kunini nishonlamoqda.

Diqqat savol: Eldor Shomurodov qaysi yilda tug'ilgan?",2022-06-29 18:50:01,positive,no,26744,289,11,0,9,39,6,3,112,0,469
"Namanganda Suriya jangarilar safiga qo'shilishni reja qilgan 45 yoshli ayol qo'lga olindi

U o'z qizini ham ayamay jangarilar qo'liga topshirganligi aniqlandi

 https://uzreport.news/society/namanganda-suriya-jangarilar-safiga-qoshilishni-reja-qilgan-45-yoshli-ayol-qolga-olindi

",2022-06-29 18:01:44,negative,no,20980,16,1,0,0,0,5,21,0,0,43
"USAID Biznes-ombudsman idorasiga qiymati $54 ming bo'lgan uskunalar taqdim etdi

Bu uskunalar orqali mamlakat bo‘ylab tadbirkorlar qisqa vaqt ichida yordam so‘rash va olish imkoniyatiga ega bo'ladi

 https://uzreport.news/economy/usaid-biznes-ombudsman-idorasiga-qiymati-54-ming-bolgan-uskunalar-taqdim-etdi

",2022-06-29 17:45:42,positive,no,18112,16,0,0,0,1,0,0,0,0,17
"Serdar Berdimuhamedov O‘zbekistonga tashrif buyuradi

 https://uzreport.news/politics/serdar-berdimuhamedov-o-zbekistonga-tashrif-buyuradi

",2022-06-29 17:16:08,negative,no,13173,21,38,0,0,5,1,0,0,0,65
"PSJ Neymar o'rniga kimni sotib olmoqchi ekanligi ma'lum bo'ldi 

 https://uzreport.news/football/psj-neymar-orniga-kimni-sotib-olmoqchi-ekanligi-malum-boldi

",2022-06-29 16:59:55,positive,no,12645,17,0,0,0,5,0,0,0,0,22
"Vladimir Norov Belarus Elchisi bilan uchrashdi

 https://uzreport.news/politics/vladimir-norov-belarus-elchisi-bilan-uchrashdi

",2022-06-29 16:30:00,negative,no,12387,7,9,0,0,0,0,0,0,0,16
"""Tijorat banklari iste’molchilarining huquqlari buzilishiga doir xabarlar yuzasidan qonuniy chora ko‘rildi"" — Markaziy bank

 https://uzreport.news/society/tijorat-banklari-iste-molchilarining-huquqlari-buzilishiga-doir-xabarlar-yuzasidan-qonuniy

",2022-06-29 15:44:02,positive,no,12015,18,0,0,0,0,0,0,0,0,18
"Jizzaxda 26 yoshli ""VAZ-2106"" mashina haydovchisi velosipedda harakatlanib ketayotgan fuqaroni urib yubordi

Natijada 43 yoshli velosiped haydab ketayotgan fuqaro vafot etdi

 https://uzreport.news/society/jizzaxda-26-yoshli-vaz-2106-mashina-haydovchisi-velosipedda-harakatlanib-ketayotgan-fuqaro

",2022-06-29 15:32:02,negative,no,11990,4,3,0,0,0,4,25,0,0,36
"Mane o'zining “Bavariya”ga o'tishiga kim sababchi bo'lganligini aytdi

 https://uzreport.news/football/mane-bavariyaga-otishiga-kim-sababchi-bolganligini-aytdi

",2022-06-29 13:40:00,positive,no,11155,16,0,0,1,0,0,0,5,0,22
"“Birontang internetga chiqarma!” - Surxondaryo hokimligi To'ra Bobolovning ushbu gapiga izoh berdi

 https://uzreport.news/society/birontang-internetga-chiqarma-surxondaryo-hokimligi-tora-bobolovning-ushbu-gapiga-izoh-ber

",2022-06-29 12:54:09,positive,no,11844,24,2,0,0,8,0,0,0,0,34
"Avtomobil oynalarini to'liq qoraytirish narxi 2,4 million so’m etib belgilandi

Shuningdek, “tonirovka” ruxsatnomasi avtomobil sotilganda va davlat raqami o‘zgartirilganda ham saqlanib qoladi

 https://uzreport.news/society/avtomobil-oynalarini-toliq-qoraytirish-narxi-2-4-million-so-m-etib-belgilandi

",2022-06-29 12:25:00,positive,no,13767,66,0,0,0,0,0,0,0,0,66
"3722 nafar fuqaroga oziq-ovqat mahsulotlari uchun qo‘shimcha to‘lov to‘landi

 https://uzreport.news/society/3722-nafar-fuqaroga-oziq-ovqat-mahsulotlari-uchun-qo-shimcha-to-lov-to-landi

",2022-06-29 11:41:03,positive,no,11904,21,0,0,0,0,0,0,0,0,21
"“Qo’yliq” dehqon bozori qarshisidagi yo’lning bir qismi yopiladi

 https://uzreport.news/society/qo-yliq-dehqon-bozori-qarshisidagi-yo-lning-bir-qismi-yopiladi 

",2022-06-29 10:06:02,positive,no,14384,14,0,0,0,1,0,0,0,0,15
"Adabiyotshunos olim Ibrohim Haqqul 73 yoshida vafot etdi

Uzreport.news sayti marhumning oila a'zolari va yaqinlariga chuqur ta'ziya bildiradi.

 https://uzreport.news/culture/adabiyotshunos-olim-ibrohim-haqqul-74-yoshida-vafot-etdi

",2022-06-29 08:50:05,negative,no,16004,13,0,0,0,1,3,32,0,0,49
"Jizzaxda ko'p nuqsonli chaqaloq tug'ildi. Bunga qarindoshlar o'rtasidagi nikoh sabab bo'lgan

 https://uzreport.news/society/jizzaxda-kop-nuqsonli-chaqaloq-tugildi

",2022-06-29 08:30:13,negative,no,16029,8,4,0,0,0,12,54,0,0,78
"Xiva Islom dunyosining 2024-yildagi turizm poytaxti deb eʼlon qilindi

 https://uzreport.news/society/xiva-islom-dunyosining-2024-yildagi-turizm-poytaxti-deb-e-lon-qilindi

-  -",2022-06-28 22:20:40,positive,no,16576,76,3,0,0,6,0,0,0,0,85
"“Bavariya”ning mavsumdagi eng yaxshi o'yinchisi nomi e'lon qilindi. Levandovski kuchli uchlikda

 https://uzreport.news/football/bavariyaning-mavsumdagi-eng-yaxshi-oyinchisi-nomi-elon-qilindi

",2022-06-28 18:55:24,positive,no,14593,21,0,0,0,0,0,0,0,0,21
"Rasman! Avtomobilning orqa yon oynalari ""tonirovkasi"" bepul bo'ladi. 

Shuningdek, to‘liq qoraytirish to‘lovlari 6 barobargacha arzonlashtiriladi

 https://uzreport.news/society/avtomobilning-orqa-yon-oynalari-tonirovkasi-bepul-boladi

",2022-06-28 18:25:55,positive,no,29146,201,0,0,2,3,4,3,37,8,258
"Farg'onada 151,4 tonna bug'doy unini qimmat narxda sotgan shaxs ushlandi

Bu unlar 19 ta mahallalarga arzonlashtirilgan narxlarda yetkazib berilishi kerak edi. 

 https://uzreport.news/society/fargonada-151-4-tonna-bugdoy-unini-qimmat-narxda-sotgan-shaxs-ushlandi

",2022-06-28 17:59:02,negative,no,18874,21,30,0,0,3,1,2,0,0,57
"Moliya va Suv xo‘jaligi vazirliklariga taklif qilinayotgan suv tejovchi texnologiyalar narxi va xizmatlar sifatini baholab boradigan shaffof tizim yaratish topshirildi

 https://uzreport.news/society/moliya-va-suv-xo-jaligi-vazirliklariga-suv-tejovchi-texnologiyalar-narxi-va-xizmatlar-sifa

",2022-06-28 17:29:02,negative,no,11734,2,5,0,4,0,0,0,0,0,11
"Shakar arzonlashlashtirilgan maxsus rastalar orqali 10-12 ming so‘mdan sotilmoqda 

Birja savdolariga chiqarilgan shakar hajmi 3 ming tonnagacha oshirildi

 https://uzreport.news/exchange/shakar-arzonlashlashtirilgan-maxsus-rastalar-orqali-10-12-ming-so-mdan-sotilmoqda

",2022-06-28 17:20:22,negative,no,10742,21,34,0,0,0,0,0,0,0,55
"“Manchester Yunayted”ning qarzlari miqdori 1 mlrd funtdan oshib ketishi kutilmoqda

 https://uzreport.news/football/manchester-yunaytedning-qarzlari-miqdori-1-mlrd-funtdan-oshib-ketishi-mumkin

",2022-06-28 16:39:41,negative,no,10369,5,20,0,7,5,5,1,1,0,44
"Toshkentda qayta tiklanayotgan 12 ta tarixiy darvozaning yangi ko’rinishi bo’yicha eskizlar ko’rib chiqildi (foto)

  https://uzreport.news/society/toshkentda-qayta-tiklanayotgan-12-ta-tarixiy-darvozaning-yangi-ko-rinishi-bo-yicha-eskizla

",2022-06-28 16:30:11,positive,no,10696,33,0,0,0,3,0,0,0,0,36
"Markaziy saylov komissiyasi referendumga tayyorgarlik ko‘rishni boshladi

 https://uzreport.news/politics/markaziy-saylov-komissiyasi-referendumga-tayyorgarlik-ko-rishni-boshladi

",2022-06-28 16:05:27,negative,no,10481,11,21,0,0,0,0,0,0,0,32
"Davlat Bobonov yana peshqadam, Keldiyorova ilk bor 6-o'ringa ko'tarildi — dzyudochilarning yangilangan reytingi e'lon qilindi

 https://uzreport.news/sports/davlat-bobonov-yana-peshqadam-keldiyorova-ilk-bor-6-oringa-kotarildi

",2022-06-28 15:43:41,positive,no,10464,33,1,0,0,0,0,0,0,0,34
"""To‘qimachilik bizga kam xarajat bilan oltindan ham ko‘p daromad keltiradigan soha hisoblanadi"" — Prezident

 https://uzreport.news/society/to-qimachilik-bizga-kam-xarajat-bilan-oltindan-ham-ko-p-daromad-keltiradigan-soha-hisoblan

",2022-06-28 15:34:02,positive,no,10741,370,5,0,0,0,0,0,0,0,375
"Birozdan so‘ng Prezident Shavkat Mirziyoyev raisligida videoselektor yig‘ilishi boshlanadi

Unda ilmga asoslangan urug‘chilik va agrotexnologiyalar hisobiga paxta ishlab chiqarish hajmini oshirish hamda paxtani chuqur qayta ishlash asosida to‘qimachilik mahsulotlari eksportini ko‘paytirish chora-tadbirlari muhokama qilinadi.

",2022-06-28 15:01:45,positive,no,11244,262,15,0,0,0,0,0,0,0,277
"“Sovcombank” O'zbekistonning “O‘zagroeksportbank” aksiyalarini sotib olish bitmini bekor qildi 

 https://uzreport.news/finance/sovcombank-ozbekistonning-o-zagroeksportbank-aksiyalarini-sotib-olish-bitmini-bekor-qildi

",2022-06-28 14:30:39,positive,no,11361,17,0,0,1,0,0,0,0,0,18
"Jomboy tumani IIBga yangi rahbar tayinlandi

 https://uzreport.news/society/jomboy-tumani-iibga-yangi-rahbar-tayinlandi

",2022-06-28 14:20:29,positive,no,11365,12,1,0,0,1,0,0,0,0,14
"Infinity резиденциясида бир хонали хонадон - бу ажойиб инвестицион таклиф 

Юқори рентабелликга эга премиум жойлашувдаги 43 м2 1-хонали хонадонни таклиф қиламиз. Бундай хонадонни ижарага бериш учун жуда мос келади, бу эса юқори ва барқарор даромад келтиради.

Infinity турар-жой мажмуаси - оқилона сармоя киритинг!

Batafsil
 +998781130197
 gh.uz| Telegram
 Савдо офиси",2022-06-28 13:50:12,positive,no,11171,9,0,0,0,1,0,0,0,0,10
"Portugaliya bosh murabbiyi: “Ko'pchilik menda Ronalduni maydonga tushirmaslik uchun jurʼat yetishmaydi, deb o'ylaydi”

 https://uzreport.news/football/portugaliya-bosh-murabbiyi-kopchilik-menda-menda-ronalduni-maydonga-tushirmaslik-uchun-jur

",2022-06-28 13:49:41,positive,no,10545,10,0,0,0,37,4,0,0,0,51
"Samarqandda kelin uksus ichib, o'z joniga qasd qildi

 https://uzreport.news/society/samarqandda-kelin-uksus-ichib-oz-joniga-qasd-qildi

",2022-06-28 13:24:53,negative,no,11256,13,6,0,0,3,0,26,0,0,48
"meningkonstitutsiyam.uz portalida texnik nosozliklar yuzaga kelayotgani aytilmoqda. Holatga rasmiy izoh berildi

 https://uzreport.news/society/meningkonstitutsiyamuz-portalida-texnik-nosozliklar-yuzaga-kelayotgani-aytilmoqda-holatga-

",2022-06-28 12:35:03,negative,no,11499,2,24,0,0,6,0,1,0,0,33
"Toshkentdan Seulga parvozlar soni ko'paytiriladi

 https://uzreport.news/society/toshkentdan-seulga-parvozlar-soni-kopaytiriladi

",2022-06-28 11:55:18,positive,no,11506,35,0,0,6,0,0,0,0,0,41
"Toshkent viloyatining tog'li hududlarida velosport bo'yicha ayollar, erkaklar va paralimpiyachilar o'rtasida chempionat o'tkazilmoqda

 https://uzreport.news/sports/toshkent-viloyatining-togli-hududlarida-velosport-boyicha-ayollar-erkaklar-va-paralimpiyac

",2022-06-28 11:45:02,positive,no,11190,18,1,0,0,2,0,0,0,0,21
"""Prava"" kurslari narxlari bir oyda o‘rtacha 2,8% ga oshgan 

 https://uzreport.news/society/prava-kurslar-narxlari-bir-oyda-o-rtacha-2-8-ga-oshgan

",2022-06-28 11:35:05,negative,no,11137,11,60,0,0,2,2,2,0,0,77
"Yozuvchilar Xudoyberdi To‘xtaboyev va Anvar Obidjonga 100 mln so‘m pul mukofoti berildi

Mukofotni adiblarning yaqinlari qabul qilib olishdi

 https://uzreport.news/culture/yozuvchilar-xudoyberdi-to-xtaboyev-va-anvar-obidjonga-100-mln-so-m-pul-mukofoti-berildi

",2022-06-28 11:25:20,positive,no,11227,33,0,0,2,2,1,0,0,0,38
"Issiq kunlarda qanday taomlangan ma'qul?

 https://uzreport.news/society/issiq-kunlarda-qanday-taomlangan-maqul-

",2022-06-28 11:15:28,positive,no,11297,18,0,0,0,1,0,0,0,0,19
"Jahon banki bilan hamkorlikda “O‘zbekistonda inklyuziv raqamlashtirish” loyihasi doirasida BPO markazlari tashkil etiladi

Bundan ko'zlangan maqsad aholini bandligini oshirish, yuqori haq to‘lanadigan ish o‘rinlarini yaratishdir.

 https://uzreport.news/economy/jahon-banki-bilan-hamkorlikda-o-zbekistonda-inklyuziv-raqamlashtirish-loyihasi-doirasida-b

",2022-06-28 11:05:01,positive,no,11406,19,0,0,1,0,0,1,0,0,21
"Vladimir Norov Ispaniya va Afg'oniston elchilari bilan uchrashuv o'tkazdi

 https://uzreport.news/politics/vladimir-norov-ispaniya-va-afgoniston-elchilari-bilan-uchrashuv-otkazdi

",2022-06-28 10:53:16,positive,no,10945,18,0,0,0,0,0,0,0,0,18
"O'tgan tunning eng qaynoq futbol yangiliklari bir sahifada:

 PSJ klubi bugun kechgacha jamoaning yangi bosh murabbiyini e'lon qilishini ma'lum qildi. U ""Nitsa"" klubi sobiq murabbiyi bo'lishi kutilmoqda;

 Divok Origi tibbiy ko'rikdan o'tish maqsadida Milan shahriga yetib keldi. U tez orada ""Milan"" klubi bilan rasmiy shartnoma imzolashi kutilmoqda;

 ""Chelsi"" klubi ""Manchester Siti"" a'zolari Natan Ake hamda Rahim Sterling transferi ustida ish oli",2022-06-28 09:29:43,positive,no,14538,22,0,0,0,2,0,0,0,4,28
"Toshkent shahrida qariyb 4 milliard dollar investitsiya hisobiga 500 dan ortiq loyihani amalga oshirish rejalashtirilgan

 https://uzreport.news/economy/toshkentda-qariyb-4-milliard-dollar-investitsiya-hisobiga-500-dan-ortiq-loyihani-amalga-os

",2022-06-27 20:18:01,positive,no,17124,161,1,0,1,3,0,0,0,0,166
"Taekvondo bo‘yicha OCh: Jasur Jaysunov - musobaqaning “Eng yaxshi erkak sportchisi”, Pavel Xan - “Eng yaxshi murabbiy”

 https://uzreport.news/sports/taekvondo-bo-yicha-och-jasur-jaysunov-musobaqaning-eng-yaxshi-erkak-sportchisi-pavel-xan-e

-  -",2022-06-27 20:08:04,positive,no,15529,44,0,0,0,4,0,0,0,0,48
"Prezident Matbuot va ommaviy axborot vositalari xodimlariga tabrik yo‘lladi

""Biz ommaviy axborot vositalari xodimlari timsolida o‘zining chuqur bilim va tajribasi, noyob iste’dod va mahoratini xalqimizning axborot sohasidagi konstitutsiyaviy huquqlarini ta’minlash, mamlakatimizda inson qadrini ulug‘lash, odamlarning ongu tafakkurini yuksaltirish, jamiyatimizda ochiqlik va oshkoralik muhitini mustahkamlash, global axborot makonida milliy manfaatl",2022-06-27 19:11:49,positive,no,15123,140,2,0,0,1,0,0,0,0,143
"Ommaviy axborot vositalari uchun foyda solig‘i miqdori 50 foiz kamaytiriladi

 https://uzreport.news/society/jurnalistlar-uchun-foyda-solig-i-miqdori-50-foiz-kamaytiriladi

",2022-06-27 17:35:01,positive,no,12966,13,0,0,2,0,0,0,0,0,15
"2023-yildan boshlab “Oltin qalam”ning bosh milliy mukofoti uchun avtomobil beriladi — Prezident qarori

 https://uzreport.news/politics/2023-yildan-boshlab-oltin-qalamning-bosh-milliy-mukofoti-uchun-avtomobil-beriladi-preziden

",2022-06-27 17:10:56,positive,no,14137,19,2,0,2,1,0,0,3,2,29
"Sadir Japarov qimorxona faoliyatidan mamlakat budjeti to‘ldirilishini ko'zlamoqda

""Bu mablag‘ evaziga qishloqlarimizdagi yo‘llarni ta’mirlash, tashqi qarzimizni to‘lash, xalqimiz turmush sharoitini yaxshilash imkonini beramiz"" - Qirg'iziston prezidenti kazinoning afzalliklarini sanab o‘tdi

 https://uzreport.news/world/sadir-japarov-qimorxona-faoliyatidan-mamlakat-budjeti-to-ldirilishini-kozlamoqda

",2022-06-27 16:35:02,negative,no,14176,20,107,0,2,34,10,0,0,3,176
"Pensiya miqdorini hisoblash tartibi o'zgarishi kutilmoqda

 https://uzreport.news/society/pensiya-miqdorini-hisoblash-tartibi-ozgarishi-kutilmoqda

",2022-06-27 15:40:09,positive,no,13945,19,1,0,0,0,0,0,0,0,20
"O'zbekistonda qaysi baliq turlari ko‘proq ovlanmoqda?

 https://uzreport.news/society/ozbekistonda-qaysi-baliq-turlari-ko-proq-ovlanmoqda-

",2022-06-27 15:25:01,positive,no,13786,22,0,0,0,4,0,0,0,0,26
"Jahon banki O'zbekistonga $143 million imtiyozli kredit ajratishni ma’qulladi

 https://uzreport.news/economy/jahon-banki-ozbekistonga-143-million-imtiyozli-kredit-ajratishni-ma-qulladi

",2022-06-27 14:25:52,negative,no,13439,21,33,0,1,1,0,0,0,0,56
"O'zbekistonda bu hafta ob-havo o’tgan haftaga nisbatan issiqroq bo’ladi - O’zgidromet

 https://uzreport.news/society/ozbekistonda-bu-hafta-havo-o-tgan-haftaga-nisbatan-issiqroq-bo-ladi-o-zgidromet

",2022-06-27 14:10:36,positive,no,13014,12,1,0,3,0,1,0,1,17,35
"Tarixiy natija! Taekvondochilarimiz koreyaliklarni umumjamoa hisobida ortda qoldirishdi

 https://uzreport.news/sports/tarixiy-natija-taekvondochilarimiz-koreyaliklarni-umumjamoa-hisobida-ortda-qoldirishdi

",2022-06-27 13:59:01,positive,no,12886,70,0,0,7,0,0,0,0,0,77
"Toshkent xalqaro aeroportida yuk aravachalari yetishmayapti. Uzbekistan Airports buning sababini tushuntirdi

 https://uzreport.news/society/toshkent-xalqaro-aeroportida-yuk-aravachalari-yetishmayapti

",2022-06-27 13:35:46,negative,no,12652,8,10,0,0,16,0,22,0,1,57
"Badiiy gimnastikachilarimiz Osiyo chempionatini 17 ta medal bilan yakunlashdi

 https://uzreport.news/sports/badiiy-gimnastikachilarimiz-osiyo-chempionatini-17-ta-medal-bilan-yakunlashdi

",2022-06-27 13:25:11,positive,no,12470,30,2,0,1,0,0,0,0,0,33
"O'zMTRK raisining 1-o‘rinbosari Farhod Mahmudov 49 yoshida vafot etdi

Uzreport.news sayti marhumning oila a’zolari va yaqinlariga chuqur ta’ziya bildiradi

 https://uzreport.news/society/ozmtrk-raisining-1-o-rinbosari-farhod-mahmudov-49-yoshida-vafot-etdi

",2022-06-27 12:45:01,negative,no,12977,8,1,0,0,1,5,36,0,0,51
"Qo’qonda nogironligi bo’lgan qizaloq bog’chasida kaltaklangani aytilmoqda

Holatga Farg’ona viloyati MTB axborot xizmati izoh berdi 

 https://uzreport.news/society/qo-qonda-nogironligi-bo-lgan-qizaloq-bog-chasida-kaltaklangani-aytilmoqda

",2022-06-27 12:13:04,negative,no,13347,7,37,0,0,0,9,3,0,0,56
"O'zbekistonning 8 ta shahrida ""Yangi nafas"" yugurish musobaqasi bo'lib o'tdi

20 mingdan ziyod fuqaro bu musobaqada qatnashdi

 https://uzreport.news/society/ozbekistonning-8-ta-shahrida-yangi-nafas-yugurish-musobaqasi-bolib-otdi

",2022-06-27 11:50:02,positive,no,12836,18,0,0,0,4,0,0,0,0,22
"Prezident bir guruh jurnalist va blogerlarni davlat mukofotlari bilan taqdirladi

Ular ichida UZREPORT TV shef-muharriri Saidolimxon Turdibayev, @kurbanoffnet blogi administratori Shuxratbek Kurbanov, ""Asaxiy books"" MCHJ rahbari Firuz Allayev ham bor

 https://uzreport.news/politics/prezident-bir-guruh-jurnalist-va-blogerlarni-davlat-mukofotlari-bilan-mukofotladi

",2022-06-27 11:30:01,positive,no,13289,137,1,0,3,3,0,0,2,0,146
" O'tgan tunning eng qaynoq futbol yangiliklari bir sahifada:

 Rasman: Gabriel Jezus “Arsenal” futbolchisi! Shartnoma 2027-yilning yoziga qadar mo'ljallangan, transfer qiymati esa 45 mln yevro;

 “Barselona” yarim himoyachisi Frenki de Yong “Manchester Yunayted” bilan kelishuvga erishdi. Kataloniyaliklar bu transferdan 70 mln atrofida pul ishlab oladi;

 Anxel di Mariya “Yuventus”ga o'tish bo'yicha muzokaralarni yakunladi. Tez orada futbolchi “Ke",2022-06-27 10:31:16,positive,no,17215,40,0,0,5,0,0,1,0,0,46
